# RS;CS;LS;MS;PS
-5.326224246138862826e-03;3.498465113361686751e-01;2.668657377187209634e-01;1.268645941595321625e-01;1.427200861007552612e-01
-2.811096640148719530e-02;2.106383531675717069e-01;2.413475162952530839e-01;4.919390245209609436e-02;1.483987376961382054e-01
-1.737317442783783972e-02;2.069287160384690183e-01;2.263983185479706561e-01;2.567558364472271454e-02;9.621190815413822872e-02
4.350535381023150523e-03;1.775102503283040312e-01;1.836099648090011860e-01;-2.669423556781671050e-02;9.982933570594175465e-02
3.657785583354156850e-03;1.652077906884044933e-01;1.664173668267180523e-02;2.278009221303322063e-01;1.434037906689241415e-01
4.632405725564525158e-03;3.376472601375611338e-01;3.354610649111475218e-01;2.035940507399226496e-01;2.624637713102086489e-01
1.099229857851751445e-02;3.722011007239321434e-01;2.581830183854115779e-01;5.043031833846160078e-02;2.740561440938895088e-01
6.264541014536890995e-03;8.599486354005501931e-02;1.471868946704888229e-02;2.393057622726819655e-01;2.862276618005920106e-02
9.686902345394014444e-03;1.530388900899433413e-01;8.417652914681758580e-02;1.445627243163080666e-01;1.791016007997379700e-01
1.778399170868127932e-02;2.273326017355256634e-01;1.504407422938031369e-01;2.205008283398097180e-01;2.347919174853415059e-01
-5.767688853017598379e-03;2.713210247914600859e-01;1.001264526677798083e-01;1.860347289907404444e-01;2.634269796865440494e-01
-2.287928671748918133e-02;2.513519872836512681e-01;1.466394917587706959e-01;1.168248207034065511e-01;9.156913742338552986e-02
-2.931888187248926983e-03;2.525167315033115534e-01;1.121443210316948325e-01;5.933465554513914220e-02;2.608748663439402482e-01
-2.641054099667686748e-03;2.307103964722075629e-01;1.908361657489380803e-01;1.042794381707310286e-01;1.171880294437021852e-01
1.544152888036296432e-03;2.780587317201421715e-01;1.728832027418667205e-01;1.395457488731874363e-01;1.166206793752883053e-01
-4.086207176999897932e-03;2.855614250851108982e-01;1.986161918488960065e-01;2.687239159176661035e-02;9.631039890416846772e-02
5.913812763394955818e-03;1.852619015429333160e-01;7.861398720706050391e-02;2.826865101854334483e-01;1.753578625410470437e-01
-1.380420034716265017e-02;1.688523682005769466e-01;2.307867598648479512e-01;0.000000000000000000e+00;1.186017242044466458e-01
-2.062887403828899194e-02;2.921119853007068112e-01;2.828793567072920290e-01;0.000000000000000000e+00;2.469325559693565653e-01
1.270291452323690437e-02;1.393190220769802423e-01;7.708147740714778318e-02;2.716482079161059993e-01;1.899618942089291440e-01
-1.971389987141883987e-02;-1.906905698866591045e-02;9.687322880875441633e-02;1.188083958662049799e-01;1.649515979258145693e-01
2.579745938480806997e-03;8.484450284185068858e-02;3.913803944763849518e-02;2.286559098897436859e-01;7.219740631716331514e-02
1.622345968170780042e-02;2.172924144661258494e-01;1.600833325453865918e-01;1.174437025116910893e-01;2.216383808293921343e-01
-1.052578269989377924e-02;1.179080823263780886e-01;2.766475091301807132e-01;0.000000000000000000e+00;2.306381458545738727e-01
2.123173330915088808e-02;2.144358980327373820e-01;2.366750810397616755e-01;5.731566904870097345e-02;1.311295530356550443e-01
1.189139612204370873e-02;1.835331705679773828e-01;1.636593115279537103e-01;-1.746928945102838374e-02;1.153218461609480106e-01
1.899570198180352415e-02;1.735333157437217444e-01;1.771775396129286750e-01;1.539538164037858592e-01;3.955489652443868603e-02
-3.359682380173404162e-03;2.926622017310492874e-01;3.568951339380533883e-01;1.028295603983507278e-01;2.095622869262540877e-01
-1.300532343123273100e-02;2.380944623009791927e-01;1.238564742968301380e-01;3.031551611783669387e-01;9.985121092918111674e-02
1.666062804284752091e-02;1.869320131689584386e-01;1.870490154387823845e-01;8.021264143424608473e-02;1.535078032321849639e-01
1.831026716653899253e-02;3.154169744515333829e-01;3.010513773147191485e-01;5.064263074683510168e-02;1.329130410646710836e-01
-1.287994325532880284e-02;1.943927931786153529e-01;1.715477993926224354e-01;1.991297444382284509e-01;9.413307608736590226e-02
1.111306915904439890e-02;2.982763181857903678e-01;2.453851221517877046e-01;2.693140746170498145e-01;1.507329192670227302e-01
5.855940855781202603e-02;1.160638155790737619e-01;6.061322427155958759e-02;1.518492304828767958e-01;4.273698968420890087e-02
-1.484332908145291618e-02;1.931458491376598363e-01;1.341325898543825612e-01;6.765227592028301429e-02;1.381907335305227746e-01
-1.327624275857041194e-02;2.741908315201034840e-01;2.044994519893219009e-01;2.277285504267431149e-01;1.469971240232843535e-01
-1.137761830338343593e-03;8.482826345783056610e-02;2.283009664544202386e-02;8.085673365885924502e-02;4.011131793841313936e-02
-8.649604253231598858e-03;1.668970678074729042e-01;1.065668834840952789e-01;2.764498726768720438e-01;9.211712770366536907e-02
-1.717313408039005881e-02;2.554717013205383691e-01;1.303426687164910835e-01;1.387570447735508861e-01;1.064100515828696469e-01
-2.232375728770765247e-02;2.106061384179665208e-01;9.681968124872769588e-02;2.144782580109559633e-01;1.492520155208715837e-01
