# RS;CS;LS;MS;PS;HS:1:0;CoS
8.672499999999999432e+01;5.870600000000000307e+01;6.373100000000000165e+01;1.009099999999999966e+02;4.132200000000000273e+01;6.428603999999999985e+01;8.098600000000000421e+01
4.677799999999999869e+01;2.538899999999999935e+01;2.135600000000000165e+01;6.568699999999999761e+01;1.775000000000000000e+01;5.783092307692307088e+01;3.319200000000000017e+01
8.956799999999999784e+01;6.023199999999999932e+01;8.685200000000000387e+01;9.470399999999999352e+01;6.205700000000000216e+01;7.772788000000001318e+01;8.685099999999999909e+01
1.019000000000000057e+02;6.551600000000000534e+01;5.275699999999999790e+01;9.486700000000000443e+01;5.722899999999999920e+01;7.772583333333331268e+01;9.164600000000000080e+01
1.167900000000000063e+02;1.321399999999999864e+02;1.247300000000000040e+02;7.982200000000000273e+01;1.109500000000000028e+02;6.624295833333333405e+01;1.267699999999999960e+02
1.739199999999999946e+01;3.697500000000000142e+01;3.179200000000000159e+01;6.147299999999999898e+01;3.224499999999999744e+01;6.457244000000000028e+01;3.726299999999999812e+01
1.233900000000000006e+02;9.716800000000000637e+01;8.313400000000000034e+01;1.915099999999999909e+02;8.437099999999999511e+01;8.143152000000000612e+01;1.231500000000000057e+02
8.535200000000000387e+01;1.088400000000000034e+02;9.578600000000000136e+01;8.341899999999999693e+01;8.251800000000000068e+01;6.019968000000000785e+01;9.225300000000000011e+01
8.003600000000000136e+01;4.928099999999999881e+01;7.452299999999999613e+01;6.830700000000000216e+01;5.165899999999999892e+01;7.900548000000000570e+01;7.689199999999999591e+01
1.166900000000000048e+01;1.993499999999999872e+01;9.970000000000000639e+00;9.070399999999999352e+00;2.559900000000000020e+01;1.402926000000000073e+01;8.679100000000000037e+00
7.284900000000000375e+00;1.984299999999999997e+01;5.607300000000000395e+00;1.546100000000000030e+01;1.373499999999999943e+01;1.004329200000000277e+01;1.220100000000000051e+01
2.564099999999999824e+01;3.373899999999999721e+01;1.849800000000000111e+01;2.704299999999999926e+01;3.148100000000000165e+01;1.121530740740740839e+01;1.530000000000000071e+01
2.019200000000000017e+01;2.187500000000000000e+01;1.925600000000000023e+01;2.670299999999999940e+01;2.047100000000000009e+01;1.619436800000000076e+01;2.292899999999999849e+01
1.320100000000000051e+01;1.850600000000000023e+01;1.046700000000000053e+01;1.510800000000000054e+01;1.589499999999999957e+01;1.964429629629630014e+01;2.090700000000000003e+01
6.185799999999999699e+01;5.920000000000000284e+01;6.590000000000000568e+01;7.630200000000000671e+01;6.133500000000000085e+01;2.969145833333333329e+01;6.023299999999999699e+01
1.589300000000000068e+01;9.998699999999999477e+00;1.375900000000000034e+01;1.671300000000000097e+01;1.240700000000000003e+01;1.698046249999999802e+01;1.174900000000000055e+01
1.935600000000000165e+01;1.699399999999999977e+01;1.750000000000000000e+01;2.555900000000000105e+01;2.333699999999999974e+01;2.100202799999999925e+01;2.131599999999999895e+01
1.342500000000000071e+01;2.073799999999999955e+01;1.552699999999999925e+01;2.151099999999999923e+01;1.021100000000000030e+01;2.281445599999999629e+01;1.568999999999999950e+01
9.705700000000000216e+01;4.687599999999999767e+01;4.569400000000000261e+01;1.305099999999999909e+02;4.491100000000000136e+01;8.021526923076922344e+01;3.235399999999999920e+01
0;0;0;0;0;0;0
9.727200000000000557e+01;4.165999999999999659e+01;3.849799999999999756e+01;6.039200000000000301e+01;3.541700000000000159e+01;7.820062499999998806e+01;3.587100000000000222e+01
1.834299999999999997e+01;1.899899999999999878e+01;2.983800000000000097e+01;2.393599999999999994e+01;1.560299999999999976e+01;1.217189583333333580e+01;2.440200000000000102e+01
2.681200000000000117e+01;3.323700000000000188e+01;2.295599999999999952e+01;2.353000000000000114e+01;1.560300000000000011e+02;2.987917500000000359e+01;3.734899999999999665e+01
2.395600000000000023e+02;2.596200000000000045e+02;2.708600000000000136e+02;2.113899999999999864e+02;2.389900000000000091e+02;1.818872800000000041e+02;2.293600000000000136e+02
2.704200000000000159e+02;2.759300000000000068e+02;2.990099999999999909e+02;2.470900000000000034e+02;2.660899999999999750e+02;1.748168333333333351e+02;2.563999999999999773e+02
1.931200000000000045e+02;2.073899999999999864e+02;2.181399999999999864e+02;2.478100000000000023e+02;2.196399999999999864e+02;1.355188799999999958e+02;2.267400000000000091e+02
7.843200000000000216e+01;6.641400000000000148e+01;7.316100000000000136e+01;7.365699999999999648e+01;8.556600000000000250e+01;1.027644166666666621e+02;1.426699999999999875e+02
9.606799999999999784e+01;9.014100000000000534e+01;8.687399999999999523e+01;1.022999999999999972e+02;9.387800000000000011e+01;8.867115999999998621e+01;1.762100000000000080e+02
8.877900000000000347e+00;6.460200000000000387e+00;5.245300000000000296e+00;1.964499999999999957e+01;9.060800000000000409e+00;1.377821153846153912e+01;9.374599999999999156e+00
4.882900000000000063e+01;4.354699999999999704e+01;4.456600000000000250e+01;1.066299999999999955e+02;5.017999999999999972e+01;6.736995833333332939e+01;6.552800000000000580e+01
4.491299999999999670e+01;5.724399999999999977e+01;3.346699999999999875e+01;8.479300000000000637e+01;3.637299999999999756e+01;1.074831785714285814e+02;3.385199999999999676e+01
6.126500000000000057e+01;1.021299999999999955e+02;8.889300000000000068e+01;1.317899999999999920e+02;1.125600000000000023e+02;9.857354166666667084e+01;1.567599999999999909e+02
4.835099999999999909e+01;6.856100000000000705e+01;3.535399999999999920e+01;8.219899999999999807e+01;6.117000000000000171e+01;6.196539130434782550e+01;4.066400000000000148e+01
3.869400000000000261e+01;3.065299999999999869e+01;3.721399999999999864e+01;7.276600000000000534e+01;4.349399999999999977e+01;7.043487499999999102e+01;4.023499999999999943e+01
3.466100000000000136e+01;3.773700000000000188e+01;3.076999999999999957e+01;3.940599999999999881e+01;3.233500000000000085e+01;8.616166666666666174e+01;3.888499999999999801e+01
2.429100000000000037e+01;2.627199999999999847e+01;2.271999999999999886e+01;3.076399999999999935e+01;2.540700000000000003e+01;1.977558333333333351e+01;2.010699999999999932e+01
5.157900000000000063e+01;4.002700000000000102e+01;3.756000000000000227e+01;6.729600000000000648e+01;3.546800000000000352e+01;7.122945833333332644e+01;4.722200000000000131e+01
6.736100000000000421e+01;6.408799999999999386e+01;4.991400000000000148e+01;7.136400000000000432e+01;4.889000000000000057e+01;8.397008333333334917e+01;6.818600000000000705e+01
8.348499999999999943e+01;7.526399999999999579e+01;5.155599999999999739e+01;1.080999999999999943e+02;5.452900000000000347e+01;9.494987999999999317e+01;7.480400000000000205e+01
1.297599999999999909e+02;7.252800000000000580e+01;7.452800000000000580e+01;7.463599999999999568e+01;7.754500000000000171e+01;1.113017083333333090e+02;7.001099999999999568e+01
3.806499999999999773e+01;5.365100000000000335e+01;4.434599999999999653e+01;5.774399999999999977e+01;3.849699999999999989e+01;3.730184000000000566e+01;4.238600000000000279e+01
4.987199999999999989e+01;3.359100000000000108e+01;2.138700000000000045e+01;6.978100000000000591e+01;3.276100000000000279e+01;7.162968000000000757e+01;3.666599999999999682e+01
8.114700000000000557e+01;5.107099999999999795e+01;4.439300000000000068e+01;6.958100000000000307e+01;9.089600000000000080e+01;1.239384583333333154e+02;8.301500000000000057e+01
9.265000000000000568e+01;6.035199999999999676e+01;6.092300000000000182e+01;5.209300000000000352e+01;4.959599999999999653e+01;8.962851851851850427e+01;6.057099999999999795e+01
3.276100000000000279e+01;5.439600000000000080e+01;3.290200000000000102e+01;5.044100000000000250e+01;3.204800000000000182e+01;7.550537500000000080e+01;3.036199999999999832e+01
9.573699999999999477e+01;9.070499999999999829e+01;8.260899999999999466e+01;1.093100000000000023e+02;7.508299999999999841e+01;6.837369565217389322e+01;8.558799999999999386e+01
4.351500000000000057e+01;6.386599999999999966e+01;5.308500000000000085e+01;6.799200000000000443e+01;5.074600000000000222e+01;3.772175000000000011e+01;5.402600000000000335e+01
7.031300000000000239e+01;5.153399999999999892e+01;5.242799999999999727e+01;2.894399999999999906e+01;4.250200000000000244e+01;4.896752000000000038e+01;5.278900000000000148e+01
6.906499999999999773e+01;5.951400000000000290e+01;6.119500000000000028e+01;7.897700000000000387e+01;6.591599999999999682e+01;5.438704166666666850e+01;7.821699999999999875e+01
3.354899999999999949e+01;2.465500000000000114e+01;2.451599999999999824e+01;3.545100000000000051e+01;3.327300000000000324e+01;4.835438461538461752e+01;4.379800000000000182e+01
5.572899999999999920e+01;6.579300000000000637e+01;5.227799999999999869e+01;4.037400000000000233e+01;7.093600000000000705e+01;6.624512500000000159e+01;8.283100000000000307e+01
5.344400000000000261e+01;5.259300000000000352e+01;3.643999999999999773e+01;5.627000000000000313e+01;4.118500000000000227e+01;7.315260000000000673e+01;4.715999999999999659e+01
3.804999999999999716e+01;3.780100000000000193e+01;2.340800000000000125e+01;2.671499999999999986e+01;5.022399999999999665e+01;3.251441666666666919e+01;4.371600000000000108e+01
5.428999999999999915e+01;6.888800000000000523e+01;6.173599999999999710e+01;6.289000000000000057e+01;5.765599999999999881e+01;1.077988000000000000e+02;7.574299999999999500e+01
3.256099999999999994e+01;2.622599999999999909e+01;3.287899999999999778e+01;5.047299999999999898e+01;3.229800000000000182e+01;1.387929166666666880e+01;4.763400000000000034e+01
1.311899999999999977e+02;8.398900000000000432e+01;9.601900000000000546e+01;1.472400000000000091e+02;1.131299999999999955e+02;1.094018888888888625e+02;1.436500000000000057e+02
7.249099999999999966e+01;6.990000000000000568e+01;8.309199999999999875e+01;7.531300000000000239e+01;8.502599999999999625e+01;5.685331999999999653e+01;9.391299999999999670e+01
7.435899999999999466e+01;6.977599999999999625e+01;6.582999999999999829e+01;6.122200000000000131e+01;5.622599999999999909e+01;9.648631999999999209e+01;4.932000000000000028e+01
1.146800000000000068e+02;7.165099999999999625e+01;8.843000000000000682e+01;4.910600000000000165e+01;1.371200000000000045e+02;9.593561538461538873e+01;1.807400000000000091e+02
1.342100000000000080e+02;1.484600000000000080e+02;1.409900000000000091e+02;1.068400000000000034e+02;1.460300000000000011e+02;3.284366666666666390e+01;1.250000000000000000e+02
6.558499999999999375e+01;5.449799999999999756e+01;6.297200000000000131e+01;5.251800000000000068e+01;6.599800000000000466e+01;6.577303703703705651e+01;7.373799999999999955e+01
5.086600000000000250e+02;5.392699999999999818e+02;5.284600000000000364e+02;4.421100000000000136e+02;4.938700000000000045e+02;7.637527999999998940e+01;5.295700000000000500e+02
6.860899999999999466e+01;6.128000000000000114e+01;5.927100000000000080e+01;7.237399999999999523e+01;4.403600000000000136e+01;7.614688461538462150e+01;6.656100000000000705e+01
4.850200000000000244e+01;3.530700000000000216e+01;3.985300000000000153e+01;4.870700000000000074e+01;4.377000000000000313e+01;7.335211111111109972e+01;4.233599999999999852e+01
2.939300000000000068e+01;3.215400000000000347e+01;1.817699999999999960e+01;2.730900000000000105e+01;3.509499999999999886e+01;4.398175862068965358e+01;4.900800000000000267e+01
3.634300000000000352e+01;4.499199999999999733e+01;3.091600000000000037e+01;3.342900000000000205e+01;5.199399999999999977e+01;4.812985185185185344e+01;5.877400000000000091e+01
6.490099999999999625e+01;6.047099999999999653e+01;7.086599999999999966e+01;7.289600000000000080e+01;5.356300000000000239e+01;9.075426923076923558e+00;5.681700000000000017e+01
3.514500000000000313e+01;3.435900000000000176e+01;1.986400000000000077e+01;3.092999999999999972e+01;4.277900000000000347e+01;2.757272000000000034e+01;3.770000000000000284e+01
1.656500000000000128e+01;2.717699999999999960e+01;1.044999999999999929e+01;1.835399999999999920e+01;2.880300000000000082e+01;3.787928000000000139e+01;3.455899999999999750e+01
